pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,octahedral_factor,(u+t)n,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
EuPbO3,0,-2.007569108,78.66826495,1.2,2.33,3.44,151.964,207.2,15.999,0.52,0.364,1.46,5.67,7.417,13.618,0.835523875,0.726190476,1.238609906,8,82,74,33.8,30.96,8,25,87,62,73.4,19.36,87,15.9994,207.2,191.2006,81.43244,78.519648,15.9994,54.8,1095,1040.2,372.002,380.6424,54.8,3,16,13,13,4,16,2,6,4,3.6,1.92,2,66,198,132,108.4,50.88,66,1.185,3.44,2.255,2.767,0.8076,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,14,14,4.2,5.04,0,6,28,22,11,6.8,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,2,7,5,3.4,1.68,2,9.105,36.46,27.355,18.377,11.1264,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.43244,13,3.6,74,33.8,1.25,1.09,2.255,2.767,2,2.8,2,4.2,0.181818182,0.254545455,0.181818182,0.381818182,0,5.527583265,-2,4,6,3.380617019,-282000,1.11,2.24,1.13,1.675,0.799030663,0.056568542,0.05998045,0.069490725,5.019814814
GdRhO3,0,-2.085950017,62.27826638,1.2,2.28,3.44,157.25,102.9,15.999,0.52,1.137,1.46,6.15,7.459,13.618,0.800588695,0.638888889,1.209865994,8,64,56,26.6,22.32,8,27,87,60,69.4,21.12,87,15.9994,157.25,141.2506,61.63074,54.757608,15.9994,54.8,2237,2182.2,797.48,891.216,54.8,3,16,13,12,4.8,16,2,6,4,3.4,1.68,2,66,196,130,107.2,49.44,66,1.2,3.44,2.24,2.76,0.816,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,7,7,1.4,2.24,0,6,10,4,7.4,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,7,7,1.4,2.24,0,2,16,14,5,4.4,2,9.105,32.05,22.945,14.601,6.9796,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.63074,12,3.4,56,26.6,1.2,0.99,2.24,2.76,1.8,2.4,1.8,1.4,0.243243243,0.324324324,0.243243243,0.189189189,0.2,5.723762611,-2,3,5,3.273268354,-282000,1.16,2.24,1.08,1.7,0.763675324,0.025784103,0.064025391,0.085537549,6.08222156
HoBO3,2.9952,-2.69820066,41.88437836,1.23,2.04,3.44,164.93,10.81,15.999,0.52,0.277,1.46,6.022,8.298,13.618,0.974283056,0.325396825,1.207669682,5,67,62,19.2,19.12,8,33,87,54,73.2,16.56,87,10.811,164.93032,154.11932,44.747904,48.0729664,15.9994,54.8,2348,2293.2,851.88,956.496,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,192,126,94.8,38.88,66,1.23,3.44,2.21,2.718,0.8664,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,0,0,0,0,0,0,11,11,2.2,3.52,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,3,3,0.6,0.96,0,2,5,3,2.8,0.96,2,7.1725,30.73333333,23.56083333,13.04416667,7.075666667,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.747904,12.8,2.8,62,19.2,1.15,0.88,2.21,2.718,2,2.6,0,2.2,0.294117647,0.382352941,0,0.323529412,0,5.698638037,-2,3,5,3.273268354,-282000,1.4,2.21,0.81,1.805,0.572756493,0.094280904,0.128455546,0.147214276,7.75700554
InSiO3,0,-2.07359436,49.14932005,1.78,1.9,3.44,114.818,28.085,15.999,0.3,1.385,1.46,5.786,8.151,13.618,0.887811847,0.428571429,1.182591591,8,49,41,17.4,12.64,8,75,87,12,82.8,5.04,87,15.9994,114.818,98.8186,38.18034,30.655064,15.9994,54.8,1687,1632.2,456.23,492.308,54.8,13,16,3,15,1.2,16,2,5,3,2.8,0.96,2,66,142,76,90.2,29.04,66,1.78,3.44,1.66,2.8,0.768,3.44,2,2,0,2,0,2,1,4,3,3,1.2,4,0,10,10,2,3.2,0,0,0,0,0,0,0,4,13,9,7,2.4,6,0,0,0,0,0,0,2,5,3,3,1.2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,24.26,15.155,14.403,6.3576,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,80.4,82.08,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.18034,15,2.8,41,17.4,0.95,0.89,1.66,2.8,2,3,2,0,0.285714286,0.428571429,0.285714286,0,0,5.737950685,-2,4,6,3.380617019,-282000,1.54,1.66,0.12,1.6,0.084852814,0.041573971,0.047387337,0.071687101,5.511817948
NpTaO3,0,-2.683416053,65.86447408,1.36,1.5,3.44,237,180.94,15.999,0.423712435,0.32,1.46,6.265,7.89,13.618,0.803833652,0.682539683,1.228301395,8,93,85,38,36,8,22,87,65,66.2,24.96,87,15.9994,237,221.0006,93.189216,92.6277792,15.9994,54.8,3290,3235.2,874.28,983.376,54.8,3,16,13,11.2,5.76,16,2,7,5,3.8,2.16,2,66,190,124,111.6,54.72,66,1.36,3.44,2.08,2.636,0.9648,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.8,0.96,0,0,14,14,3.6,4.32,0,6,19,13,8.8,4.08,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.2,3.84,0,0,10,10,2,3.2,0,2,19,17,6.4,5.28,2,9.105,18.45375,9.34875,12.77775,4.4073,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,65.4,65.44,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,93.189216,11.2,3.8,85,38,1.15,1,2.08,2.636,2,2.4,0.8,3.6,0.227272727,0.272727273,0.090909091,0.409090909,0.2,5.654527111,-2,3,5,3.273268354,-282000,1.94,2.08,0.14,2.01,0.098994949,0.044536177,0.064483271,0.0760216,7.498556636
SmAlO3,4.1152,-3.701968378,214.386423,1.17,1.61,3.44,150.36,26.981,15.999,0.52,0.44,1.46,5.643,5.985,13.618,0.861683612,0.535714286,1.051165351,8,62,54,19.8,16.88,8,23,87,64,71.4,19.36,87,15.9994,150.36,134.3606,45.06794772,42.11682091,15.9994,54.8,1345,1290.2,488.574,520.5288,54.8,3,16,13,12.8,3.92,16,2,6,4,3,1.2,2,66,198,132,103.4,44.88,66,1.17,3.44,2.27,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,0,0,0,0,0,0,6,6,1.2,1.92,0,3,8,5,5.8,1.12,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,8,8,1.6,2.56,0,2,8,6,3.8,2.16,2,9.105,33.23,24.125,15.405,7.56,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.06794772,12.8,3,54,19.8,1.25,0.98,2.27,2.62,2,2.6,0,1.2,0.344827586,0.448275862,0,0.206896552,0,5.315465523,-2,3,5,3.273268354,-282000,1.83,2.27,0.44,2.05,0.311126984,0.071269665,0.091373861,0.101709909,7.353602963
KAsO3,3.1488,-1.947989155,556.2164556,0.82,2.18,3.44,39.0983,74.921,15.999,0.502,0.81,1.46,4.341,9.815,13.618,1.056858522,0.476190476,1.031799202,8,33,25,15.2,8.64,8,3,87,84,69.6,26.64,87,15.9994,74.9216,58.9222,32.40362,19.685064,15.9994,54.8,1090,1035.2,318.186,316.0632,54.8,1,16,15,12.8,4.72,16,2,4,2,2.8,0.96,2,66,203,137,104,45.6,66,0.82,3.44,2.62,2.664,0.9312,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,0,0,0,0,0,1,15,14,6.8,3.28,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,73.10666667,64.00166667,24.51933333,19.43493333,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.40362,12.8,2.8,25,15.2,1.6,1.03,2.62,2.664,1.8,3,2,0,0.264705882,0.441176471,0.294117647,0,0,5.601159446,-2,5,7,3.683941988,-282000,1.26,2.62,1.36,1.94,0.961665222,0.030618622,0.077268008,0.094145651,4.759082634
SrMnO3,0,-2.477199301,362.1279169,0.95,1.55,3.44,87.62,54.938,15.999,0.0521,0,1.46,5.695,7.434,13.618,0.945251552,0.531746032,1.039568538,8,38,30,17.4,11.28,8,8,87,79,64.2,27.36,87,15.9994,87.62,71.6206,38.111249,26.5342188,15.9994,54.8,1519,1464.2,546.68,590.256,54.8,2,16,14,11.4,5.52,16,2,5,3,3,1.2,2,66,195,129,106.4,48.48,66,0.95,3.44,2.49,2.564,1.0512,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,7,5,5.4,1.36,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,54.23,45.125,18.40651724,14.3293931,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000062,0.0000992,0,12,225,213,95.6,100.32,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.111249,11.4,3,30,17.4,1.4,1.04,2.49,2.564,2,2.4,1,0,0.37037037,0.444444444,0.185185185,0,0.2,5.397066525,-2,4,6,3.380617019,-282000,1.89,2.49,0.6,2.19,0.424264069,0.05367389,0.09057659,0.105761434,5.640091141
MgSiO3,4.4603,-3.210960177,876.3740559,1.31,1.9,3.44,24.305,28.085,15.999,0,1.385,1.46,7.646,8.151,13.618,0.832814653,0.428571429,1.007569859,8,14,6,10,2.4,8,68,87,19,81.4,6.72,87,15.9994,28.0855,12.0861,20.07774,4.894008,15.9994,54.8,1687,1632.2,554.88,600.096,54.8,2,16,14,12.8,4.32,16,2,3,1,2.4,0.48,2,66,141,75,90,28.8,66,1.31,3.44,2.13,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,22.89,13.785,14.129,6.0288,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07774,12.8,2.4,6,10,0.9,0.88,2.13,2.706,2,2.8,0,0,0.416666667,0.583333333,0,0,0,6.005864901,-2,4,6,3.380617019,-282000,1.54,2.13,0.59,1.835,0.417193001,0.044019499,0.079992893,0.096486019,6.498786835
PrFeSb3,0,-0.488530991,971.1912822,1.13,1.83,2.05,140.9,55.845,121.76,0.52,0.163,1.07,5.46,7.903,8.64,0.82276737,0.345,1.017388611,26,59,33,47.6,8.64,51,17,85,68,65.4,23.52,85,55.845,140.90765,85.06265,112.40653,22.624612,121.76,903.78,1811,907.22,1145.268,289.7856,903.78,3,15,12,11.2,4.56,15,4,6,2,5,0.4,5,132,203,71,150.4,21.04,139,1.13,2.05,0.92,1.822,0.2768,2.05,2,2,0,2,0,2,0,3,3,1.8,1.44,3,0,10,10,7.2,3.36,10,0,3,3,0.6,0.96,0,5,15,10,11.6,4.08,15,0,0,0,0,0,0,0,3,3,1.8,1.44,3,0,4,4,0.8,1.28,0,0,11,11,2.2,3.52,0,3,11,8,4.8,2.48,3,10.73,35.675,24.945,28.217,6.9948,31.56,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,166,229,63,184.2,21.84,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.40653,11.2,5,33,47.6,0.45,1.52,0.92,1.822,2,1.8,7.2,0.6,0.172413793,0.155172414,0.620689655,0.051724138,0.2,4.247031532,-3,3,6,2.828427125,-206400,0.22,0.92,0.7,0.57,0.494974747,0.044019499,0.065153391,0.090056138,4.163017585
TlSnI3,1.6359,-0.581954265,421.142802,1.62,1.96,2.66,204.38,118.71,126.9,0.199,1.112,3.06,6.109,7.344,10.451,0.869201027,0.461165049,1.093536589,50,81,31,58,9.2,53,76,96,20,88.8,8.64,96,118.71,204.3833,85.6733,140.761342,25.4487832,126.90447,386.85,577,190.15,448.526,74.0112,386.85,13,17,4,15.6,1.68,17,5,6,1,5.2,0.32,5,139,145,6,140.2,1.92,139,1.62,2.66,1.04,2.312,0.4176,2.66,2,2,0,2,0,2,1,5,4,3.6,1.68,5,10,10,0,10,0,10,0,14,14,2.8,4.48,0,14,27,13,18.4,3.44,17,0,0,0,0,0,0,1,5,4,2.4,1.68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.4,1.68,1,26.91,43.015,16.105,37.848,6.2004,43.015,0,1.062,1.062,0.6372,0.50976,1.062,0,0,0,0,0,0,64,194,130,105.4,49.68,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.761342,15.6,5.2,31,58,0.5,1.51,1.04,2.312,2,3.6,10,2.8,0.108695652,0.195652174,0.543478261,0.152173913,0,5.282178788,-1,2,3,1.690308509,-295200,0.7,1.04,0.34,0.87,0.240416306,0.736357401,0.759856821,0.800230936,2.650381578
RbFeCl3,0.4083,-1.411941345,247.7665043,0.82,1.83,3.16,85.4678,55.845,35.45,0.486,0.163,3.62,4.177,7.903,12.968,0.973002306,0.449101796,1.119548721,17,37,20,22.8,6.96,17,4,94,90,68.2,30.96,94,35.453,85.4678,50.0148,49.53436,16.897632,35.453,171.6,1811,1639.4,527.652,513.3392,171.6,1,17,16,12,6,17,3,5,2,3.6,0.72,3,102,220,118,131.6,35.52,102,0.82,3.16,2.34,2.426,0.8808,3.16,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,6,6,1.2,1.92,0,0,0,0,0,0,0,1,8,7,6,2,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,4,4,0.8,1.28,0,0,0,0,0,0,0,1,4,3,1.6,0.96,1,10.73,90.7225,79.9925,34.989,22.2934,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,2.1106628,2.1106628,0.42213256,0.675412096,0,64,229,165,130,79.2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.53436,12,3.6,20,22.8,1.35,1.35,2.34,2.426,1.8,3,1.2,0,0.3,0.5,0.2,0,0.2,5.570301635,-1,2,3,1.690308509,-349000,1.33,2.34,1.01,1.835,0.714177849,0.735788721,0.748992825,0.764523738,3.671875488
SrRhO3,0,-1.999739244,126.5530303,0.95,2.28,3.44,87.62,102.9,15.999,0.0521,1.137,1.46,5.695,7.459,13.618,0.912167748,0.587301587,1.123828804,8,45,37,21.4,16.08,8,8,87,79,65.6,25.68,87,15.9994,102.9055,86.9061,47.70474,38.046408,15.9994,54.8,2237,2182.2,690.28,762.576,54.8,2,16,14,11.8,5.04,16,2,5,3,3.2,1.44,2,66,195,129,107,49.2,66,0.95,3.44,2.49,2.71,0.876,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,9,7,5.8,1.52,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,2,2,0.4,0.64,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,9.105,54.23,45.125,19.037,14.0772,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.70474,11.8,3.2,37,21.4,1.4,1.03,2.49,2.71,1.8,2.4,1.6,0,0.310344828,0.413793103,0.275862069,0,0.2,5.556104576,-2,4,6,3.380617019,-282000,1.16,2.49,1.33,1.825,0.940452019,0.05367389,0.09057659,0.105761434,5.59056007
