pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,octahedral_factor,(u+t)n,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
CsTaSe3,0.133,-0.981030623,325.1878945,0.79,1.5,2.55,132.9,180.94,78.971,0.472,0.32,2.02,3.894,7.89,9.753,0.985091508,0.423913043,1.117202873,34,73,39,46,14.4,34,5,89,84,64,30,89,78.96,180.94788,101.98788,110.1466664,37.42399966,78.96,301.59,3290,2988.41,1014.718,910.1128,494,1,16,15,10.8,6.24,16,4,6,2,4.8,0.96,4,120,244,124,154.8,41.76,120,0.79,2.55,1.76,1.988,0.6744,2.55,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,6.6,4.08,10,0,14,14,2.8,4.48,0,1,19,18,13.6,5.04,16,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.8,1.68,2,18.12,115.765,97.645,42.329,29.3744,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,229,215,100,103.2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1466664,10.8,4.8,39,46,1.45,1.5,1.76,1.988,1.8,2.4,6.6,2.8,0.132352941,0.176470588,0.485294118,0.205882353,0.2,4.4916139,-2,5,7,3.683941988,-390000,1.05,1.76,0.71,1.405,0.502045815,0.09797959,0.108084587,0.122090454,2.035809607
DyBO3,5.5411,-3.535497536,229.2004005,1.22,2.04,3.44,162.5,10.81,15.999,0.52,0.277,1.46,5.939,8.298,13.618,0.978940646,0.325396825,1.035752291,5,66,61,19,18.8,8,31,87,56,72.8,17.04,87,10.811,162.5,151.689,44.26184,47.295264,15.9994,54.8,2348,2293.2,839.48,941.616,54.8,3,16,13,12.8,3.92,16,2,6,4,2.8,1.28,2,66,192,126,94.8,38.88,66,1.22,3.44,2.22,2.716,0.8688,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,0,0,0,0,0,0,10,10,2,3.2,0,3,12,9,6.6,2.16,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,2,5,3,3,1.2,2,7.1725,31.24,24.0675,13.1455,7.2378,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.26184,12.8,2.8,61,19,1.15,0.88,2.22,2.716,2,2.6,0,2,0.303030303,0.393939394,0,0.303030303,0,5.6841144,-2,3,5,3.273268354,-282000,1.4,2.22,0.82,1.81,0.579827561,0.094280904,0.128455546,0.147214276,1.992855613
RbCuCl3,0.0479,-1.471609276,256.398576,0.82,1.9,3.16,85.4678,63.546,35.45,0.486,1.227,3.62,4.177,7.727,12.968,0.927033693,0.520958084,1.123159078,17,37,20,23.4,7.68,17,4,94,90,70,28.8,94,35.453,85.4678,50.0148,51.07456,18.745872,35.453,171.6,1357.77,1186.17,437.006,368.3056,171.6,1,17,16,12.6,5.28,17,3,5,2,3.6,0.72,3,102,220,118,131.6,35.52,102,0.82,3.16,2.34,2.44,0.864,3.16,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,11,10,6.6,2.24,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11.07,90.7225,79.6525,35.057,22.2662,24.4975,0,2.493,2.493,1.4958,1.19664,2.493,0,0,0,0,0,0,64,229,165,129.2,78.24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.07456,12.6,3.6,20,23.4,1.35,1.34,2.34,2.44,1.6,3,2,0,0.242424242,0.454545455,0.303030303,0,0.2,5.68791585,-1,2,3,1.690308509,-349000,1.26,2.34,1.08,1.8,0.763675324,0.735788721,0.745193228,0.762243979,2.025468517
YFeO3,0,-2.935095426,260.0889011,1.22,1.83,3.44,88.905,55.845,15.999,0.307,0.163,1.46,6.22,7.903,13.618,0.834023383,0.547619048,1.039573977,8,39,31,17.8,11.76,8,12,87,75,65.6,25.68,87,15.9994,88.90585,72.90645,38.54981,27.060492,15.9994,54.8,1811,1756.2,754.88,840.096,54.8,3,16,13,11.8,5.04,16,2,5,3,3,1.2,2,66,190,124,104,45.6,66,1.22,3.44,2.22,2.674,0.9192,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.4,1.84,0,0,0,0,0,0,0,3,8,5,5.8,1.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.6,3.12,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,32.365,23.26,14.082,7.3132,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.54981,11.8,3,31,17.8,1.2,1,2.22,2.674,2,2.4,1.4,0,0.344827586,0.413793103,0.24137931,0,0.2,5.62682988,-2,3,5,3.273268354,-282000,1.61,2.22,0.61,1.915,0.431335137,0.070710678,0.113522988,0.124682336,2.017335822
FeBO3,1.2934,-2.272605982,236.1817174,1.83,2.04,3.44,55.845,10.81,15.999,0.163,0.277,1.46,7.903,8.298,13.618,0.825663607,0.325396825,1.016093088,5,26,21,11,6,8,55,87,32,77.6,11.28,87,10.811,55.845,45.034,22.93084,13.165664,15.9994,54.8,2348,2293.2,864.68,971.856,54.8,8,16,8,13.8,2.64,16,2,4,2,2.4,0.64,2,66,132,66,82.8,20.16,66,1.83,3.44,1.61,2.838,0.7224,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,6,6,1.2,1.92,0,0,0,0,0,0,0,3,8,5,5.8,1.12,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,5,3,3,1.2,2,7.1725,10.73,3.5575,9.0435,0.7484,9.105,0,1.524,1.524,0.3048,0.48768,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,86.2,89.04,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.93084,13.8,2.4,21,11,0.8,0.81,1.61,2.838,2,2.6,1.2,0,0.344827586,0.448275862,0.206896552,0,0.2,5.942695065,-2,3,5,3.273268354,-282000,1.4,1.61,0.21,1.505,0.148492424,0.030618622,0.038570091,0.054156135,1.997060573
LaNiO3,0.356,-2.385656444,232.951691,1.1,1.91,3.44,138.9,58.6934,15.999,0.5,1.16,1.46,5.577,7.64,13.618,0.877389639,0.555555556,1.052796568,8,57,49,21.8,16.56,8,13,87,74,67,24,87,15.9994,138.90547,122.90607,49.119414,39.7440168,15.9994,54.8,1728,1673.2,617.08,674.736,54.8,3,16,13,12.2,4.56,16,2,6,4,3.2,1.44,2,66,207,141,105.8,47.76,66,1.1,3.44,2.34,2.666,0.9288,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,0,0,0,0,0,3,10,7,6.2,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,0,0,0,0,0,2,9,7,3.4,2.24,2,9.105,36.8975,27.7925,14.9065,8.7964,9.105,0,0,0,0,0,0,0,0.5953947,0.5953947,0.11907894,0.190526304,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.119414,12.2,3.2,49,21.8,1.35,1.02,2.34,2.666,2,2.4,1.8,0,0.322580645,0.387096774,0.290322581,0,0.2,5.644412024,-2,3,5,3.273268354,-282000,1.53,2.34,0.81,1.935,0.572756493,0.041573971,0.074535981,0.095821614,2.011259409
MnBO3,1.1167,-2.42053312,190.3948475,1.55,2.04,3.44,54.938,10.81,15.999,0,0.277,1.46,7.434,8.298,13.618,0.838366124,0.325396825,1.021731292,5,25,20,10.8,5.68,8,52,87,35,77,12,87,10.811,54.938045,44.127045,22.749449,12.8754384,15.9994,54.8,2348,2293.2,806.28,901.776,54.8,7,16,9,13.6,2.88,16,2,4,2,2.4,0.64,2,66,139,73,84.2,21.92,66,1.55,3.44,1.89,2.782,0.7896,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,5,5,1,1.6,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,7.1725,10.48758621,3.315086207,8.995017241,0.729006897,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0.000310121,0.000310121,0.000062,0.0000992,0,12,217,205,83.8,86.16,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.749449,13.6,2.4,20,10.8,0.8,0.81,1.89,2.782,2,2.6,1,0,0.357142857,0.464285714,0.178571429,0,0.2,5.846626718,-2,3,5,3.273268354,-282000,1.4,1.89,0.49,1.645,0.346482323,0,0.039643166,0.057950218,1.995048854
LaMnO3,1.0143,-2.880601121,123.0117361,1.1,1.55,3.44,138.9,54.938,15.999,0.5,0,1.46,5.577,7.434,13.618,0.868527117,0.571428571,1.104209994,8,57,49,21.2,15.84,8,13,87,74,65.2,26.16,87,15.9994,138.90547,122.90607,48.368343,38.8427316,15.9994,54.8,1519,1464.2,575.28,624.576,54.8,3,16,13,11.6,5.28,16,2,6,4,3.2,1.44,2,66,207,141,108.8,51.36,66,1.1,3.44,2.34,2.594,1.0152,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,0,0,0,0,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,36.8975,27.7925,14.94001724,8.782993103,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,0.000062,0.0000992,0,12,217,205,89.4,92.88,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.368343,11.6,3.2,49,21.2,1.35,1.03,2.34,2.594,2,2.4,1.2,0,0.357142857,0.428571429,0.214285714,0,0.2,5.457165267,-2,3,5,3.273268354,-282000,1.89,2.34,0.45,2.115,0.318198052,0.054433105,0.071154653,0.089350487,2.012278362
CdGeO3,0.849,-1.761223544,215.979394,1.69,2.01,3.44,112.414,72.63,15.999,0,1.23,1.46,8.994,7.9,13.618,0.860984941,0.531746032,1.050018777,8,48,40,20.8,15.36,8,70,87,17,82,6,87,15.9994,112.411,96.4116,46.60984,36.732528,15.9994,54.8,1211.4,1156.6,394.004,407.0448,54.8,12,16,4,14.8,1.44,16,2,5,3,3,1.2,2,66,144,78,92.4,31.68,66,1.69,3.44,1.75,2.804,0.7632,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.8,3.36,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,23.005,13.9,13.963,5.8296,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.60984,14.8,3,40,20.8,0.95,0.92,1.75,2.804,2,2.8,4,0,0.227272727,0.318181818,0.454545455,0,0,6.150518182,-2,4,6,3.380617019,-282000,1.43,1.75,0.32,1.59,0.22627417,0.041573971,0.061531698,0.078662714,1.936164966
SrHfO3,3.9894,-3.819452113,139.2131107,0.95,1.3,3.44,87.62,178.486,15.999,0.0521,0,1.46,5.695,6.825,13.618,0.864613979,0.674603175,1.122647195,8,72,64,26.8,22.56,8,8,87,79,62.8,29.04,87,15.9994,178.49,162.4906,62.82164,56.186688,15.9994,54.8,2506,2451.2,744.08,827.136,54.8,2,16,14,10.8,6.24,16,2,6,4,3.4,1.68,2,66,195,129,113.6,57.12,66,0.95,3.44,2.49,2.514,1.1112,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,14,14,2.8,4.48,0,2,18,16,7.6,4.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,54.23,45.125,20.749,13.9728,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.82164,10.8,3.4,64,26.8,1.4,1.07,2.49,2.514,2,2.4,0.4,2.8,0.263157895,0.315789474,0.052631579,0.368421053,0,5.305529834,-2,4,6,3.380617019,-282000,2.14,2.49,0.35,2.315,0.247487373,0.044536177,0.062172173,0.074562431,2.017593504
SrMoO3,1.3229,-2.675630685,135.0426094,0.95,2.6,3.44,87.62,95.95,15.999,0.0521,0.745,1.46,5.695,7.092,13.618,0.889919754,0.626984127,1.120370222,8,42,34,20.8,15.36,8,8,87,79,63.8,27.84,87,15.9994,95.96,79.9606,46.31564,36.379488,15.9994,54.8,2896,2841.2,822.08,920.736,54.8,2,16,14,11.2,5.76,16,2,5,3,3.2,1.44,2,66,195,129,109.4,52.08,66,0.95,3.44,2.49,2.686,0.9048,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,5.2,1.28,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,54.23,45.125,19.447,13.9132,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.31564,11.2,3.2,34,20.8,1.4,1.05,2.49,2.686,1.8,2.4,1,0,0.346153846,0.461538462,0.192307692,0,0.2,5.454374327,-2,4,6,3.380617019,-282000,1.28,2.49,1.21,1.885,0.855599205,0.05367389,0.06229291,0.078766622,2.018673743
LaPdO3,0,-2.372089127,267.7964919,1.1,2.2,3.44,138.9,106.42,15.999,0.5,0.557,1.46,5.577,8.337,13.618,0.880812914,0.599206349,1.052762749,8,57,49,25.4,20.88,8,13,87,74,67.2,23.76,87,15.9994,138.90547,122.90607,58.664734,51.1984008,15.9994,54.8,1828.05,1773.25,637.09,698.748,54.8,3,16,13,12.2,4.56,16,2,6,4,3.4,1.68,2,66,207,141,108.8,51.36,66,1.1,3.44,2.34,2.724,0.8592,3.44,0,2,2,1.6,0.64,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,10,7,6.2,1.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,36.8975,27.7925,15.7245,8.4692,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.664734,12.2,3.4,49,25.4,1.35,1.03,2.34,2.724,1.6,2.4,2.2,0,0.258064516,0.387096774,0.35483871,0,0.2,5.656327155,-2,4,6,3.380617019,-282000,1.24,2.34,1.1,1.79,0.777817459,0.097617037,0.105387821,0.111950874,2.010210357
SrGeO3,3.6032,-2.753969607,496.6828339,0.95,2.01,3.44,87.62,72.63,15.999,0.0521,1.23,1.46,5.695,7.9,13.618,0.945251552,0.531746032,1.028697051,8,38,30,18.8,12.96,8,8,87,79,69.6,24.64,87,15.9994,87.62,71.6206,41.65164,30.782688,15.9994,54.8,1211.4,1156.6,485.16,516.432,54.8,2,16,14,12.8,4.32,16,2,5,3,3,1.2,2,66,195,129,102.6,43.92,66,0.95,3.44,2.49,2.656,0.9408,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,14,12,6.8,2.88,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,54.23,45.125,20.91,14.166,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,97.2,102.24,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.65164,12.8,3,30,18.8,1.4,1.01,2.49,2.656,2,2.8,2,0,0.294117647,0.411764706,0.294117647,0,0,5.623578823,-2,4,6,3.380617019,-282000,1.43,2.49,1.06,1.96,0.749533188,0.094280904,0.137948013,0.165288215,2.025540128
