pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,tolerance_factor.1,octahedral_factor,octahedral_factor.1,(u+t)n,(u+t)n.1,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
BaCeO3,2.2231,-3.598604265,175.5592678,0.89,1.12,3.44,137.327,140.116,15.999,0.1446,0.52,1.46,5.212,5.539,13.618,0.856627158,0.856627158,0.801587302,0.801587302,1.132880565,1.132880565,8,58,50,27.6,23.52,8,9,87,78,57,36,87,15.9994,140.116,124.1166,65.08824,58.906608,15.9994,54.8,1071,1016.2,447.08,470.736,54.8,2,16,14,10.6,6.48,16,2,6,4,3.6,1.92,2,66,215,149,123.4,68.88,66,0.89,3.44,2.55,2.466,1.1688,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,1,1,0.2,0.32,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,0,22,22,5.6,6.56,2,9.105,63.59,54.485,25.629,19.8288,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.08824,10.6,3.6,50,27.6,1.55,1.16,2.55,2.466,2,2.4,0.2,0.2,0.416666667,0.5,0.041666667,0.041666667,0,5.107960632,-2,4,6,3.380617019,-282000,2.32,2.55,0.23,2.435,0.16263456,0.042491829,0.063923272,0.075585574,2.030847998
CaSiO3,3.5254,-3.215108413,94.00639676,1,1.9,3.44,40.078,28.085,15.999,0.0246,1.385,1.46,6.113,8.151,13.618,0.942809042,0.942809042,0.428571429,0.428571429,1.113507547,1.113507547,8,20,12,11.6,4.32,8,7,87,80,69.2,24.88,87,15.9994,40.078,24.0786,23.23234,8.679528,15.9994,54.8,1687,1632.2,593.28,646.176,54.8,2,16,14,12.8,4.32,16,2,4,2,2.6,0.72,2,66,176,110,97,37.2,66,1,3.44,2.44,2.644,0.9552,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,37.77,28.665,17.105,9.6,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,97.6,102.72,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23234,12.8,2.6,12,11.6,1.2,0.94,2.44,2.644,2,2.8,0,0,0.416666667,0.583333333,0,0,0,5.747631051,-2,4,6,3.380617019,-282000,1.54,2.44,0.9,1.99,0.636396103,0.113311545,0.117411925,0.124180471,2.017767919
CaSiO3,3.9382,-3.217523739,93.95182669,1,1.9,3.44,40.078,28.085,15.999,0.0246,1.385,1.46,6.113,8.151,13.618,0.942809042,0.942809042,0.428571429,0.428571429,1.113577085,1.113577085,8,20,12,11.6,4.32,8,7,87,80,69.2,24.88,87,15.9994,40.078,24.0786,23.23234,8.679528,15.9994,54.8,1687,1632.2,593.28,646.176,54.8,2,16,14,12.8,4.32,16,2,4,2,2.6,0.72,2,66,176,110,97,37.2,66,1,3.44,2.44,2.644,0.9552,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,37.77,28.665,17.105,9.6,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,97.6,102.72,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.23234,12.8,2.6,12,11.6,1.2,0.94,2.44,2.644,2,2.8,0,0,0.416666667,0.583333333,0,0,0,5.747631051,-2,4,6,3.380617019,-282000,1.54,2.44,0.9,1.99,0.636396103,0.113311545,0.117411925,0.124180471,2.017767919
SrSeO3,3.7241,-2.325424153,161.0287208,0.95,2.55,3.44,87.62,78.971,15.999,0.0521,2.02,1.46,5.695,9.753,13.618,0.960176577,0.960176577,0.507936508,0.507936508,1.089296644,1.089296644,8,38,30,19.2,13.44,8,8,89,81,71.6,25.44,87,15.9994,87.62,71.6206,42.91564,32.299488,15.9994,54.8,1050,995.2,341.68,344.256,54.8,2,16,14,13.2,4.48,16,2,5,3,3,1.2,2,66,195,129,102.6,43.92,66,0.95,3.44,2.49,2.764,0.8112,3.44,2,2,0,2,0,2,0,4,4,3.2,1.28,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,16,14,7.2,3.52,6,0,0,0,0,0,0,0,2,2,1.6,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.6,0.64,2,9.105,54.23,45.125,21.493,14.8656,9.105,0,0.799,0.799,0.1598,0.25568,0,0,0,0,0,0,0,12,225,213,55,68,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91564,13.2,3,30,19.2,1.4,0.99,2.49,2.764,2,3.2,2,0,0.277777778,0.444444444,0.277777778,0,0,5.916886948,-2,4,6,3.380617019,-282000,0.89,2.49,1.6,1.69,1.13137085,0.118634203,0.144302343,0.161497691,2.01313416
KMgF3,6.9537,-3.565873007,66.59983837,0.82,1.31,3.98,39.0983,24.305,18.998,0.502,0,3.4,4.341,7.646,17.422,0.934760672,0.934760672,0.722689076,0.722689076,1.339743225,1.339743225,9,19,10,11.6,3.12,9,3,93,90,70,27.6,93,18.9984032,39.0983,20.0998968,24.07970192,6.097558464,18.9984032,53.5,923,869.5,284.006,276.6072,53.5,1,17,16,10.8,7.44,17,2,4,2,2.6,0.72,2,57,203,146,103,55.2,57,0.82,3.98,3.16,2.814,1.3992,3.98,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.8,2.64,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0.32,1,9.7075,73.10666667,63.39916667,25.02383333,19.23313333,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,93.6,94.32,15,0,0,0,0,0,0,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.07970192,10.8,2.6,10,11.6,1.7,1.04,3.16,2.814,1.8,3,0,0,0.375,0.625,0,0,0,6.364982224,-1,2,3,1.690308509,-328000,2.67,3.16,0.49,2.915,0.346482323,0.736023168,0.741711948,0.762788529,2.027863143
RbPO3,5.3773,-2.686577377,350.9148122,0.82,2.19,3.44,85.4678,30.973,15.999,0.486,0.75,1.46,4.177,10.487,13.618,1.159972922,1.159972922,0.412698413,0.412698413,1.05962675,1.05962675,8,37,29,15.2,8.72,8,4,87,83,69.6,26.24,87,15.9994,85.4678,69.4684,32.8879524,21.03193904,15.9994,54.8,317.3,262.5,158.832,124.8384,54.8,1,16,15,12.8,4.72,16,2,5,3,2.8,0.96,2,66,220,154,105,46.8,66,0.82,3.44,2.62,2.666,0.9288,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,90.7225,81.6175,28.12154762,25.04038095,9.105,0,1.625,1.625,0.325,0.52,0,0,0,0,0,0,0,2,229,227,53.4,70.24,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8879524,12.8,2.8,29,15.2,1.75,1.03,2.62,2.666,1.8,3,0,0,0.375,0.625,0,0,0,5.621414685,-2,5,7,3.683941988,-282000,1.25,2.62,1.37,1.935,0.96873629,0.05756396,0.108153269,0.139737481,1.998055934
BaVS3,0,-1.752483122,225.8328386,0.89,1.63,2.58,137.327,50.7415,32.06,0.1446,0.524,2.07,5.212,6.746,10.36,0.932095302,0.932095302,0.423529412,0.423529412,1.109550173,1.109550173,16,56,40,25.4,12.24,16,9,88,79,63.8,29.04,88,32.065,137.327,105.262,56.8927,32.17372,32.065,388.36,2183,1794.64,869.616,577.5072,388.36,2,16,14,11,6,16,3,6,3,3.8,0.96,3,105,215,110,136.6,37.92,105,0.89,2.58,1.69,2.052,0.6336,2.58,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,6,4,5,1.2,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,0,7,7,2.6,1.76,2,13.01,63.59,50.58,30.792125,13.11915,25.786875,0,2.202,2.202,1.3212,1.05696,2.202,0,0,0,0,0,0,70,229,159,133.6,76.32,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8927,11,3.8,40,25.4,1.15,1.3,1.69,2.052,2,2.4,0.6,0,0.4,0.48,0.12,0,0.2,4.718815779,-2,4,6,3.380617019,-400000,0.95,1.69,0.74,1.32,0.523259018,0.056568542,0.06913933,0.083809819,2.044778599
MgSiO3,4.5343,-3.228041922,210.1111692,1.31,1.9,3.44,24.305,28.085,15.999,0,1.385,1.46,7.646,8.151,13.618,0.832814653,0.832814653,0.428571429,0.428571429,1.031954927,1.031954927,8,14,6,10,2.4,8,68,87,19,81.4,6.72,87,15.9994,28.0855,12.0861,20.07774,4.894008,15.9994,54.8,1687,1632.2,554.88,600.096,54.8,2,16,14,12.8,4.32,16,2,3,1,2.4,0.48,2,66,141,75,90,28.8,66,1.31,3.44,2.13,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,22.89,13.785,14.129,6.0288,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07774,12.8,2.4,6,10,0.9,0.88,2.13,2.706,2,2.8,0,0,0.416666667,0.583333333,0,0,0,6.005864901,-2,4,6,3.380617019,-282000,1.54,2.13,0.59,1.835,0.417193001,0.044019499,0.079992893,0.096486019,1.964147948
MgSiO3,4.6321,-2.986139875,84.19799568,1.31,1.9,3.44,24.305,28.085,15.999,0,1.385,1.46,7.646,8.151,13.618,0.832814653,0.832814653,0.428571429,0.428571429,1.08165696,1.08165696,8,14,6,10,2.4,8,68,87,19,81.4,6.72,87,15.9994,28.0855,12.0861,20.07774,4.894008,15.9994,54.8,1687,1632.2,554.88,600.096,54.8,2,16,14,12.8,4.32,16,2,3,1,2.4,0.48,2,66,141,75,90,28.8,66,1.31,3.44,2.13,2.706,0.8808,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,9.105,22.89,13.785,14.129,6.0288,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,0,0,0,0,0,0,0,0.6,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07774,12.8,2.4,6,10,0.9,0.88,2.13,2.706,2,2.8,0,0,0.416666667,0.583333333,0,0,0,6.005864901,-2,4,6,3.380617019,-282000,1.54,2.13,0.59,1.835,0.417193001,0.044019499,0.079992893,0.096486019,1.965192178
RbZnF3,4.0784,-2.814011918,461.2673808,0.82,1.65,3.98,85.4678,65.38,18.998,0.486,0,3.4,4.177,9.394,17.422,0.973552815,0.973552815,0.739495798,0.739495798,1.051694169,1.051694169,9,37,28,18.8,11.76,9,4,93,89,70.4,27.12,93,18.9984032,85.4678,66.4693968,41.56860192,27.08423846,18.9984032,53.5,692.68,639.18,233.128,215.5536,53.5,1,17,16,12.8,5.04,17,2,5,3,3,1.2,2,57,220,163,102.6,54.72,57,0.82,3.98,3.16,2.882,1.3176,3.98,1,2,1,1.8,0.32,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,12,11,6.8,2.32,7,0,1,1,0.2,0.32,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8,0.32,1,9.7075,90.7225,81.015,26.761,25.5846,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,93.6,94.32,15,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.56860192,12.8,3,28,18.8,1.85,1.04,3.16,2.882,1.8,3,2,0,0.264705882,0.441176471,0.294117647,0,0,6.582757394,-1,2,3,1.690308509,-328000,2.33,3.16,0.83,2.745,0.586898628,0.734846923,0.736556906,0.744342391,2.015221305
NaCuF3,0,-2.309608434,239.3541871,0.93,1.9,3.98,22.989,63.546,18.998,0.547,1.227,3.4,5.139,7.727,17.422,0.80665094,0.80665094,0.731092437,0.731092437,1.05631335,1.05631335,9,29,20,13.4,6.24,9,2,93,91,69,28.8,93,18.9984032,63.546,44.5475968,28.70619578,13.93592169,18.9984032,53.5,1357.77,1304.27,377.828,391.9768,53.5,1,17,16,12.6,5.28,17,2,4,2,2.6,0.72,2,57,166,109,93.8,44.16,57,0.93,3.98,3.05,2.954,1.2312,3.98,1,2,1,1.6,0.48,2,0,5,5,3,2.4,5,0,10,10,2,3.2,0,0,0,0,0,0,0,1,11,10,6.6,2.24,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,9.7075,29.24333333,19.53583333,13.88716667,6.142466667,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0,0,0,0,0,15,229,214,99.8,101.76,15,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.70619578,12.6,2.6,20,13.4,1.3,0.93,3.05,2.954,1.6,3,2,0,0.242424242,0.454545455,0.303030303,0,0.2,6.783667096,-1,2,3,1.690308509,-328000,2.08,3.05,0.97,2.565,0.685893578,0.736023168,0.741711948,0.762788529,2.010021528
TlFeO3,0.7037,-1.463169355,237.5714854,1.62,1.83,3.44,204.38,55.845,15.999,0.199,0.163,1.46,6.109,7.903,13.618,0.8285841,0.8285841,0.547619048,0.547619048,1.042582697,1.042582697,8,81,73,26.2,21.92,8,55,87,32,78.4,10.32,87,15.9994,204.3833,188.3839,61.6453,57.0952,15.9994,54.8,1811,1756.2,510.48,546.816,54.8,8,16,8,13.8,2.64,16,2,6,4,3.2,1.44,2,66,145,79,95,34.8,66,1.62,3.44,1.82,2.754,0.8232,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,3.2,3.84,0,0,14,14,2.8,4.48,0,6,27,21,10.6,6.56,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,4,4,0.8,1.28,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,26.91,17.805,12.991,5.5676,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.42213256,0.675412096,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6453,13.8,3.2,73,26.2,1.3,1.02,1.82,2.754,2,2.6,3.2,2.8,0.188679245,0.245283019,0.301886792,0.264150943,0.2,5.588782788,-2,3,5,3.273268354,-282000,1.61,1.82,0.21,1.715,0.148492424,0.05367389,0.059605891,0.074145299,1.984400858
KNO3,2.9387,-1.512666917,337.3800003,0.82,3.04,3.44,39.0983,14.007,15.999,0.502,0.07,1.46,4.341,14.534,13.618,1.2848084,1.2848084,0.214285714,0.214285714,1.049083327,1.049083327,7,19,12,10,3.6,8,3,87,84,69.2,26.48,87,14.0067,39.0983,25.0916,20.22064,7.551064,15.9994,54.8,336.53,281.73,112.796,89.4936,54.8,1,16,15,12.8,4.72,16,2,4,2,2.4,0.64,2,66,203,137,94.4,43.44,66,0.82,3.44,2.62,2.836,0.8064,3.44,1,2,1,1.8,0.32,2,0,4,4,3,1.2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.8,1.52,6,0,1,1,0.2,0.32,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.4,2,9.105,73.10666667,64.00166667,23.03808333,20.02743333,9.105,0,6.437,6.437,1.2874,2.05984,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,0,0,0,0,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.22064,12.8,2.4,12,10,1.6,0.93,2.62,2.836,1.8,3,0,0,0.375,0.625,0,0,0,5.969443597,-2,5,7,3.683941988,-282000,0.4,2.62,2.22,1.51,1.569777054,0,0.099438088,0.128105662,2.002045951
