pretty_formula,band_gap,formation_energy_per_atom,volume,A_site_electronegativity,B_site_electronegativity,X_site_electronegativity,A_site_weight,B_site_weight,X_site_weight,A_site_affinity,B_site_affinity,X_site_affinity,A_site_fir_ionization_energy,B_site_fir_ionization_energy,X_site_fir_ionization_energy,tolerance_factor,tolerance_factor.1,octahedral_factor,octahedral_factor.1,(u+t)n,(u+t)n.1,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,transition metal fraction,band center,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,avg anion electron affinity,minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,dist from 1 clusters |APE| < 0.010,dist from 3 clusters |APE| < 0.010,dist from 5 clusters |APE| < 0.010,cohesive energy (MP)
AcBO3,0.8127,-2.484567103,51.54812641,1.1,2.04,3.44,227,10.81,15.999,0.423712435,0.277,1.46,5.17,8.298,13.618,1.06701143,1.06701143,0.325396825,0.325396825,1.242459627,1.242459627,5,89,84,23.6,26.16,8,14,87,73,69.4,22.16,87,10.811,227,216.189,57.16184,67.935264,15.9994,54.8,2348,2293.2,767.08,854.736,54.8,3,16,13,12.8,3.92,16,2,7,5,3,1.6,2,66,215,149,99.4,46.24,66,1.1,3.44,2.34,2.692,0.8976,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,4.8,1.44,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,7.1725,44.5125,37.34,15.8,11.485,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.16184,12.8,3,84,23.6,1.35,0.92,2.34,2.692,2,2.6,0.2,0,0.416666667,0.541666667,0.041666667,0,0,5.654527111,-2,3,5,3.273268354,-282000,1.4,2.34,0.94,1.87,0.664680374,0.189652835,0.210402457,0.227859056,6.597084806
AcSiO3,0,-2.877799938,62.57904784,1.1,1.9,3.44,227,28.085,15.999,0.423712435,1.385,1.46,5.17,8.151,13.618,0.997392723,0.997392723,1.602739726,1.602739726,1.918137237,1.918137237,8,89,81,25.4,25.44,8,14,87,73,70.6,22.64,87,15.9994,227,211.0006,60.61674,66.553304,15.9994,54.8,1687,1632.2,634.88,696.096,54.8,3,16,13,13,4,16,2,7,5,3.2,1.52,2,66,215,149,104.8,46.56,66,1.1,3.44,2.34,2.664,0.9312,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,3,6,3,5,1.2,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,44.5125,35.4075,18.4535,11.2182,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,97.6,102.72,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.61674,13,3.2,81,25.4,1.35,0.97,2.34,2.664,2,2.8,0.2,0,0.4,0.56,0.04,0,0,5.654527111,0,0,0,0,-33789.66667,-0.0041,1.276733333,0,0.1219,0,0.189652835,0.210402457,0.227859056,6.627525774
AlInO3,0,-2.253179975,51.25826144,1.61,1.78,3.44,26.981,114.818,15.999,0.44,0.3,1.46,5.985,5.786,13.618,0.621932555,0.621932555,0.746031746,0.746031746,1.20057172,1.20057172,8,49,41,17.2,12.72,8,73,87,14,81.8,6.24,87,15.9994,114.818,98.8186,37.95954772,30.74338091,15.9994,54.8,933.47,878.67,305.524,300.8688,54.8,13,16,3,14.8,1.44,16,2,5,3,2.8,0.96,2,66,142,76,92.2,31.44,66,1.61,3.44,1.83,2.742,0.8376,3.44,2,2,0,2,0,2,1,4,3,2.8,1.44,4,0,10,10,2,3.2,0,0,0,0,0,0,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,2,5,3,3.2,1.44,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.2,1.44,2,9.105,24.26,15.155,13.611,5.4072,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.95954772,14.8,2.8,41,17.2,0.95,0.92,1.83,2.742,2,2.8,2,0,0.294117647,0.411764706,0.294117647,0,0,5.302346968,-2,3,5,3.273268354,-282000,1.66,1.83,0.17,1.745,0.120208153,0.020412415,0.039178865,0.048451702,5.911027164
BaSnS3,0.8556,-1.495092282,507.2033217,0.89,1.96,2.58,137.327,118.71,32.06,0.1446,1.112,2.07,5.212,7.344,10.36,0.89156942,0.89156942,0.488235294,0.488235294,1.05074908,1.05074908,16,56,40,30.8,17.76,16,9,88,79,70.6,24.64,88,32.065,137.327,105.262,70.4464,46.05768,32.065,388.36,1000,611.64,534.032,186.3872,388.36,2,16,14,12.8,4.32,16,3,6,3,4,1.2,3,105,215,110,133.8,34.56,105,0.89,2.58,1.69,2.118,0.5544,2.58,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,14,12,6.8,2.88,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0.8,2,25.786875,63.59,37.803125,34.847125,11.49715,25.786875,0,2.202,2.202,1.3212,1.05696,2.202,0,0,0,0,0,0,70,229,159,116,55.2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.4464,12.8,4,40,30.8,1.15,1.32,1.69,2.118,2,2.8,2,0,0.294117647,0.411764706,0.294117647,0,0,4.863566681,-2,4,6,3.380617019,-400000,0.62,1.69,1.07,1.155,0.756604256,0,0.03999867,0.062303407,4.354508783
CoBO3,0,-0.945020877,37.75525238,1.88,2.04,3.44,58.933,10.81,15.999,0.66,0.277,1.46,7.881,8.298,13.618,0.823546521,0.823546521,0.325396825,0.325396825,1.103464023,1.103464023,5,27,22,11.2,6.32,8,58,87,29,78.2,10.56,87,10.811,58.933195,48.122195,23.548479,14.1538864,15.9994,54.8,2348,2293.2,856.08,961.536,54.8,9,16,7,14,2.4,16,2,4,2,2.4,0.64,2,66,126,60,81.6,18.72,66,1.88,3.44,1.56,2.848,0.7104,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,7,7,1.4,2.24,0,0,0,0,0,0,0,3,9,6,6,1.2,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,5,3,2.8,0.96,2,7.1725,10.245,3.0725,8.9465,0.7096,9.105,0,1.524,1.524,0.3048,0.48768,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,79.2,80.64,12,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.548479,14,2.4,22,11.2,0.75,0.8,1.56,2.848,2,2.6,1.4,0,0.333333333,0.433333333,0.233333333,0,0.2,6.011200081,-2,3,5,3.273268354,-282000,1.4,1.56,0.16,1.48,0.113137085,0.030618622,0.038570091,0.054156135,6.305726379
BeSbO3,0,-1.534779793,45.78170327,1.57,2.05,3.44,9.0121,121.76,15.999,0,1.07,1.46,9.323,8.64,13.618,0.553245583,0.553245583,1.95890411,1.95890411,1.521009257,1.521009257,4,51,47,15.8,14.08,8,67,87,20,82.6,6.24,87,9.012182,121.76,112.747818,35.7540764,34.40236944,15.9994,54.8,1560,1505.2,525.636,565.0032,54.8,2,16,14,13,4.4,16,2,5,3,2.6,0.96,2,66,139,73,86.6,24.72,66,1.57,3.44,1.87,2.788,0.7824,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,15,13,7,3.2,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.8,0.72,2,7.89,31.56,23.67,13.353,7.2828,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7540764,13,2.6,47,15.8,0.85,0.86,1.87,2.788,2,3,2,0,0.285714286,0.428571429,0.285714286,0,0,6.271902312,0,0,0,0,-37802,-0.001566667,0.4562,0,0.1255,0,0.056568542,0.094280904,0.102930366,4.862345136
CaZnO3,0,-1.811341991,58.25877875,1,1.65,3.44,40.078,65.38,15.999,0.0246,0,1.46,6.113,9.394,13.618,0.882097853,0.882097853,1.712328767,1.712328767,1.777101383,1.777101383,8,30,22,14.8,8.16,8,7,87,80,67.4,24.16,87,15.9994,65.38,49.3806,30.69124,17.630208,15.9994,54.8,1115,1060.2,394.416,407.5392,54.8,2,16,14,12.4,4.32,16,2,4,2,2.8,0.96,2,66,176,110,99.2,39.84,66,1,3.44,2.44,2.594,1.0152,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,12,10,6.4,2.24,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.96,2,9.105,37.77,28.665,15.809,8.7844,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.69124,12.4,2.8,22,14.8,1.2,0.99,2.44,2.594,2,2.4,2,0,0.3125,0.375,0.3125,0,0,5.730412105,0,0,0,0,-32797.66667,0.0053,1.28885,0,0.121166667,0,0.025784103,0.064025391,0.083093731,4.451289644
CaInO3,0,-1.990432326,72.13462947,1,1.78,3.44,40.078,114.818,15.999,0.0246,0.3,1.46,6.113,5.786,13.618,0.804863479,0.804863479,1.97260274,1.97260274,1.748669965,1.748669965,8,49,41,18.6,12.72,8,7,87,80,68.6,24.64,87,15.9994,114.818,98.8186,40.57884,29.695664,15.9994,54.8,1115,1060.2,341.83,344.436,54.8,2,16,14,12.6,4.24,16,2,5,3,3,1.2,2,66,176,110,103.2,44.64,66,1,3.44,2.44,2.62,0.984,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2,3.2,0,0,0,0,0,0,0,2,13,11,6.6,2.56,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,37.77,28.665,17.869,10.5168,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.57884,12.6,3,41,18.6,1.2,1.03,2.44,2.62,2,2.6,2,0,0.303030303,0.393939394,0.303030303,0,0,5.253867134,0,0,0,0,-32427.66667,0.0049,1.28755,0,0.1332,0,0.044536177,0.062172173,0.074562431,4.89064454
CaHgO3,0,-1.219828554,73.60014686,1,2,3.44,40.078,200.59,15.999,0.0246,0,1.46,6.113,10.438,13.618,0.804863479,0.804863479,1.97260274,1.97260274,1.729318872,1.729318872,8,80,72,24.8,22.08,8,7,87,80,67.8,24.32,87,15.9994,200.59,184.5906,57.73324,57.142704,15.9994,54.8,1115,1060.2,302.744,324.9024,54.8,2,16,14,12.4,4.32,16,2,6,4,3.2,1.44,2,66,176,110,101.2,42.24,66,1,3.44,2.44,2.664,0.9312,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,2.8,4.48,0,2,26,24,9.2,6.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.2,0.96,2,9.105,37.77,28.665,18.06451724,10.75142069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,85.4,88.08,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.73324,12.4,3.2,72,24.8,1.2,1.02,2.44,2.664,2,2.4,2,2.8,0.217391304,0.260869565,0.217391304,0.304347826,0,5.852432258,0,0,0,0,-33516,0.004733333,1.288516667,0,0.1382,0,0.044536177,0.062172173,0.074562431,3.676533994
CoSnO3,0,-1.083531538,52.42671121,1.88,1.96,3.44,58.933,118.71,15.999,0.66,1.112,1.46,7.881,7.344,13.618,0.693573637,0.693573637,0.658730159,0.658730159,1.185765268,1.185765268,8,50,42,20.2,14.64,8,58,87,29,79.8,8.72,87,15.9994,118.71,102.7106,45.128279,34.9546548,15.9994,54.8,1768,1713.2,487.496,519.2352,54.8,9,16,7,14.2,2.16,16,2,5,3,3,1.2,2,66,139,73,92.6,31.92,66,1.88,3.44,1.56,2.832,0.7296,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,3.4,4.08,0,0,0,0,0,0,0,6,14,8,8.2,2.64,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,3,3,0.6,0.96,0,0,0,0,0,0,0,2,4,2,2.6,0.72,2,9.105,33.285,24.18,14.169,7.6464,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,74.2,74.64,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.128279,14.2,3,42,20.2,0.85,0.92,1.56,2.832,2,2.8,3.4,0,0.243902439,0.341463415,0.414634146,0,0.2,5.99454142,-2,4,6,3.380617019,-282000,1.48,1.56,0.08,1.52,0.056568542,0.025784103,0.051021108,0.061524726,5.45821114
CoRhO3,0,-0.4770042,59.03790807,1.88,2.28,3.44,58.933,102.9,15.999,0.66,1.137,1.46,7.881,7.459,13.618,0.724784451,0.724784451,0.587301587,0.587301587,1.142206538,1.142206538,8,45,37,19.2,13.44,8,58,87,29,75.6,13.68,87,15.9994,102.9055,86.9061,41.967379,31.1615748,15.9994,54.8,2237,2182.2,833.88,934.896,54.8,9,16,7,13.2,3.36,16,2,5,3,3,1.2,2,66,142,76,93.2,32.64,66,1.88,3.44,1.56,2.896,0.6528,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,3,3.6,0,0,0,0,0,0,0,6,9,3,7.2,1.44,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,3,3,1,1.2,0,0,0,0,0,0,0,2,3,1,2.4,0.48,2,9.105,13.64,4.535,10.24,1.362,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,225,213,91,94.8,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.967379,13.2,3,37,19.2,0.75,0.9,1.56,2.896,1.8,2.4,3,0,0.25,0.333333333,0.416666667,0,0.4,6.014248726,-2,4,6,3.380617019,-282000,1.16,1.56,0.4,1.36,0.282842712,0.023328474,0.030452869,0.046555993,4.730435692
CsBaO3,0,-1.319735332,127.3254737,0.79,0.89,3.44,132.9,137.327,15.999,0.472,0.1446,1.46,3.894,5.212,13.618,0.803649035,0.803649035,2.712328767,2.712328767,2.47481472,2.47481472,8,56,48,27,22.8,8,5,87,82,55,38.4,87,15.9994,137.327,121.3276,63.64613038,57.17607646,15.9994,54.8,1000,945.2,293.198,286.0776,54.8,1,16,15,10.2,6.96,16,2,6,4,3.6,1.92,2,66,244,178,131.4,78.48,66,0.79,3.44,2.65,2.4,1.248,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4.2,2.16,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.4,0.72,2,9.105,115.765,106.66,41.334,38.6748,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98.8,104.16,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.64613038,10.2,3.6,48,27,2,1.31,2.65,2.4,1.8,2.4,0,0,0.428571429,0.571428571,0,0,0,4.784132205,0,0,0,0,-33041.66667,0.006033333,1.27975,0,0.133716667,0,0.056568542,0.094452381,0.105916937,3.888247088
CsTeO3,0,-1.43548042,77.30795936,0.79,2.1,3.44,132.9,127.6,15.999,0.472,1.971,1.46,3.894,9.01,13.618,1.047061964,1.047061964,1.849315068,1.849315068,2.603417863,2.603417863,8,55,47,26.2,21.84,8,5,90,85,71.2,26.48,87,15.9994,132.9054519,116.9060519,61.70073038,54.84159646,15.9994,54.8,722.66,667.86,237.73,219.516,54.8,1,16,15,13,4.8,16,2,6,4,3.4,1.68,2,66,244,178,116,60,66,0.79,3.44,2.65,2.642,0.9576,3.44,1,2,1,1.8,0.32,2,0,4,4,3.2,1.28,4,0,10,10,2,3.2,0,0,0,0,0,0,0,1,16,15,7,3.6,6,0,1,1,0.2,0.32,0,0,2,2,1.6,0.64,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.8,0.32,2,9.105,115.765,106.66,35.56866667,32.07853333,9.105,0,0.464,0.464,0.0928,0.14848,0,0,0,0,0,0,0,12,229,217,83.4,85.68,12,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.70073038,13,3.4,47,26.2,2,1.16,2.65,2.642,1.8,3.2,2,0,0.257142857,0.457142857,0.285714286,0,0,5.522687387,0,0,0,0,-33041.66667,0.006166667,1.278516667,0,0.1311,0,0.041573971,0.081971403,0.103885354,4.124268444
